# WiggleZ xi0 and xi2 results for all 6 regions (01,03,09,11,15,22)hr in redshift slice 0.6<z<1.0
# Number of rows: 30 
# Columns: sepmin, sepmax, sep [Mpc/h], xi_0_norec, sigma_xi_0_norec, xi_2_norec, sigma_xi_2_norec, xi_0_recon, sigma_xi_0_recon, xi_2_recon, sigma_xi_2_recon  (total of 11 columns)
# sepmin, sepmax: min and maximum separation values of each bin
# sep values are based on the volume mean of each separation in Mpc/h. This is what we used in Kazin, Koda et al. sep = integral_sepmin_sepmax(s^2 * ds)/normalization 
# sigma_xi_statistic_rectype is the uncertainty for the statistic (wedges or multipole) and reconsturction type (recon=with reconstruction, norec= without) 

0.000000	 6.666667	 5.000000	 1.037169	 0.022226	 0.218851	 0.041724	 0.856346	 0.020836	 0.207102	 0.039003	 
6.666667	 13.333333	 10.714285	 0.304692	 0.008206	 -0.125179	 0.014061	 0.242666	 0.007215	 -0.065496	 0.012594	 
13.333333	 20.000000	 17.105263	 0.119811	 0.005194	 -0.062117	 0.008880	 0.090153	 0.004589	 -0.029297	 0.008038	 
20.000000	 26.666667	 23.648648	 0.065933	 0.003857	 -0.051337	 0.006872	 0.039617	 0.003409	 -0.022423	 0.006219	 
26.666667	 33.333333	 30.245900	 0.039653	 0.003167	 -0.048637	 0.005798	 0.022565	 0.002704	 -0.019284	 0.005235	 
33.333333	 40.000000	 36.868132	 0.019211	 0.002705	 -0.032021	 0.005022	 0.014728	 0.002262	 -0.008938	 0.004538	 
40.000000	 46.666667	 43.503934	 0.013376	 0.002327	 -0.019898	 0.004443	 0.006903	 0.001944	 0.000607	 0.003969	 
46.666667	 53.333333	 50.147927	 0.006817	 0.002117	 -0.011237	 0.004042	 0.005681	 0.001781	 0.002338	 0.003519	 
53.333333	 60.000000	 56.797235	 0.006212	 0.001922	 -0.009319	 0.003730	 0.003897	 0.001566	 0.004311	 0.003192	 
60.000000	 66.666667	 63.450182	 0.005008	 0.001728	 -0.007957	 0.003446	 0.003570	 0.001440	 0.004717	 0.002902	 
66.666667	 73.333333	 70.105735	 0.002804	 0.001563	 -0.005941	 0.003227	 0.002023	 0.001344	 0.004417	 0.002611	 
73.333333	 80.000000	 76.763224	 0.002242	 0.001452	 0.002155	 0.002963	 0.002959	 0.001198	 0.004387	 0.002447	 
80.000000	 86.666667	 83.422172	 0.001973	 0.001346	 -0.002586	 0.002809	 0.001336	 0.001130	 0.001085	 0.002296	 
86.666667	 93.333333	 90.082261	 0.002656	 0.001247	 -0.002593	 0.002778	 0.000906	 0.001034	 0.002047	 0.002181	 
93.333333	 100.000000	 96.743264	 0.001643	 0.001180	 0.000468	 0.002604	 0.001911	 0.000983	 0.001816	 0.002094	 
100.000000	 106.666667	 103.404990	 0.001619	 0.001127	 -0.001640	 0.002522	 0.002636	 0.000943	 0.000683	 0.001975	 
106.666667	 113.333333	 110.067314	 0.001085	 0.001077	 -0.004024	 0.002471	 0.000747	 0.000908	 -0.001456	 0.001943	 
113.333333	 120.000000	 116.730141	 0.000452	 0.001008	 -0.001225	 0.002334	 0.001790	 0.000864	 0.000524	 0.001842	 
120.000000	 126.666667	 123.393376	 -0.000259	 0.000976	 -0.001294	 0.002244	 -0.000840	 0.000818	 -0.000418	 0.001727	 
126.666667	 133.333333	 130.056962	 -0.001257	 0.000932	 0.000126	 0.002218	 -0.001980	 0.000808	 0.001346	 0.001723	 
133.333333	 140.000000	 136.720856	 -0.001753	 0.000891	 0.000557	 0.002133	 -0.001052	 0.000743	 0.000946	 0.001682	 
140.000000	 146.666667	 143.384993	 -0.002180	 0.000842	 -0.000046	 0.002090	 -0.001695	 0.000724	 0.001993	 0.001637	 
146.666667	 153.333333	 150.049369	 -0.002490	 0.000823	 0.001733	 0.002055	 -0.000616	 0.000700	 0.001991	 0.001644	 
153.333333	 160.000000	 156.713941	 -0.000508	 0.000793	 0.002667	 0.001992	 -0.000922	 0.000701	 0.000899	 0.001565	 
160.000000	 166.666667	 163.378668	 0.000652	 0.000786	 -0.001007	 0.001959	 0.000070	 0.000661	 0.001450	 0.001503	 
166.666667	 173.333333	 170.043562	 0.000382	 0.000747	 0.003432	 0.001916	 0.000452	 0.000657	 0.000709	 0.001479	 
173.333333	 180.000000	 176.708590	 0.000062	 0.000742	 0.002545	 0.001835	 -0.000205	 0.000633	 0.001914	 0.001444	 
180.000000	 186.666667	 183.373722	 0.000265	 0.000704	 0.000939	 0.001785	 0.000521	 0.000618	 0.001739	 0.001415	 
186.666667	 193.333333	 190.038977	 0.001399	 0.000694	 -0.001063	 0.001750	 0.000636	 0.000621	 -0.000936	 0.001394	 
193.333333	 200.000000	 196.704328	 0.001116	 0.000699	 -0.001666	 0.001700	 0.000962	 0.000610	 -0.000004	 0.001373	 
