# WiggleZ xiT(mu<0.5 transverse wedge) and xiL(mu>0.5; line-of-sight wedge) results for all 6 regions (01,03,09,11,15,22)hr in redshift slice 0.4<z<0.8 w/ and w/out reconstruction 
# Number of rows: 30 
# Columns: sepmin, sepmax, sep [Mpc/h], xi_T_norec, sigma_xi_T_norec, xi_L_norec, sigma_xi_L_norec, xi_T_recon, sigma_xi_T_recon, xi_L_recon, sigma_xi_L_recon  (total of 11 columns)
# sepmin, sepmax: min and maximum separation values of each bin
# sep values are based on the volume mean of each separation in Mpc/h. This is what we used in Kazin, Koda et al. sep = integral_sepmin_sepmax(s^2 * ds)/normalization 
# sigma_xi_statistic_rectype is the uncertainty for the statistic (wedges or multipole) and reconsturction type (recon=with reconstruction, norec= without) 

0.000000	 6.666667	 5.000000	 1.044174	 0.021860	 1.118528	 0.019304	 0.825279	 0.021495	 0.918577	 0.019145	 
6.666667	 13.333333	 10.714285	 0.360611	 0.008436	 0.261027	 0.007295	 0.273913	 0.007243	 0.224203	 0.006839	 
13.333333	 20.000000	 17.105263	 0.157061	 0.005621	 0.100347	 0.004752	 0.109442	 0.004675	 0.072887	 0.004180	 
20.000000	 26.666667	 23.648648	 0.090526	 0.004300	 0.039946	 0.003750	 0.051985	 0.003576	 0.025353	 0.003304	 
26.666667	 33.333333	 30.245900	 0.054729	 0.003553	 0.018233	 0.003151	 0.026265	 0.002880	 0.012921	 0.002776	 
33.333333	 40.000000	 36.868132	 0.032500	 0.003065	 0.005031	 0.002703	 0.012843	 0.002443	 0.005092	 0.002353	 
40.000000	 46.666667	 43.503934	 0.021049	 0.002670	 0.001626	 0.002447	 0.005270	 0.002091	 0.001706	 0.002059	 
46.666667	 53.333333	 50.147927	 0.013126	 0.002383	 -0.003098	 0.002248	 0.004035	 0.001907	 0.003210	 0.001871	 
53.333333	 60.000000	 56.797235	 0.011581	 0.002164	 -0.002304	 0.002044	 0.000989	 0.001725	 0.004074	 0.001682	 
60.000000	 66.666667	 63.450182	 0.006550	 0.002022	 -0.001085	 0.001884	 0.001281	 0.001550	 0.001294	 0.001547	 
66.666667	 73.333333	 70.105735	 0.003942	 0.001845	 -0.003077	 0.001781	 -0.000142	 0.001428	 0.000845	 0.001423	 
73.333333	 80.000000	 76.763224	 0.001749	 0.001716	 -0.000907	 0.001653	 0.000326	 0.001309	 0.003124	 0.001344	 
80.000000	 86.666667	 83.422172	 0.004506	 0.001603	 -0.000700	 0.001570	 0.001244	 0.001239	 0.000202	 0.001253	 
86.666667	 93.333333	 90.082261	 0.004257	 0.001521	 -0.000694	 0.001499	 0.001434	 0.001190	 0.001008	 0.001167	 
93.333333	 100.000000	 96.743264	 0.002472	 0.001451	 -0.000070	 0.001413	 0.002703	 0.001109	 0.001218	 0.001085	 
100.000000	 106.666667	 103.404990	 0.003182	 0.001386	 0.001560	 0.001373	 0.001329	 0.001080	 0.002289	 0.001034	 
106.666667	 113.333333	 110.067314	 0.003260	 0.001292	 0.000062	 0.001304	 0.000441	 0.001023	 0.002286	 0.000978	 
113.333333	 120.000000	 116.730141	 0.001393	 0.001226	 0.001326	 0.001265	 0.000421	 0.000970	 0.000785	 0.000928	 
120.000000	 126.666667	 123.393376	 0.001497	 0.001182	 0.000337	 0.001208	 -0.000182	 0.000931	 0.000490	 0.000901	 
126.666667	 133.333333	 130.056962	 0.000581	 0.001129	 -0.000299	 0.001175	 -0.000069	 0.000900	 0.000056	 0.000854	 
133.333333	 140.000000	 136.720856	 -0.000324	 0.001112	 -0.001328	 0.001135	 -0.000757	 0.000904	 -0.000231	 0.000839	 
140.000000	 146.666667	 143.384993	 0.000659	 0.001069	 -0.001433	 0.001119	 -0.000746	 0.000864	 0.000778	 0.000824	 
146.666667	 153.333333	 150.049369	 -0.000998	 0.001065	 -0.000221	 0.001093	 -0.001067	 0.000864	 -0.000203	 0.000796	 
153.333333	 160.000000	 156.713941	 -0.002018	 0.001049	 0.000924	 0.001075	 -0.001606	 0.000852	 0.000229	 0.000782	 
160.000000	 166.666667	 163.378668	 -0.000227	 0.001020	 0.000487	 0.001068	 -0.000804	 0.000835	 0.000381	 0.000757	 
166.666667	 173.333333	 170.043562	 -0.002089	 0.000991	 0.000668	 0.001025	 -0.001583	 0.000829	 0.000512	 0.000738	 
173.333333	 180.000000	 176.708590	 -0.001220	 0.000987	 0.000894	 0.001003	 -0.001182	 0.000820	 0.000258	 0.000724	 
180.000000	 186.666667	 183.373722	 -0.001260	 0.000963	 0.000054	 0.000969	 -0.001491	 0.000790	 0.000908	 0.000707	 
186.666667	 193.333333	 190.038977	 -0.000156	 0.000929	 0.000975	 0.000964	 -0.000682	 0.000780	 0.000559	 0.000694	 
193.333333	 200.000000	 196.704328	 -0.000913	 0.000933	 0.000450	 0.000953	 -0.001228	 0.000800	 0.000145	 0.000676	 
